code,iata,icao,lat,lon,elevation,name,city,region,country,continent
LCR,LCR,CO-LCR,-0.733333,-73.01667,709.0,La Chorrera Airport,La Chorrera,Amazonas Department,Colombia,Europe
TCD,TCD,CO-TCD,-2.867,-69.733002,0.0,Tarapacá Airport,Tarapacá,Amazonas Department,Colombia,Europe
YHP,YHP,CPV7,52.11330032348633,-94.25559997558594,1095.0,Poplar Hill Airport,Poplar Hill,Ontario,Canada,Europe
YKU,YKU,CSU2,53.805599212646484,-78.91690063476562,43.0,Chisasibi Airport,Chisasibi,Quebec,Canada,Europe
ZTB,ZTB,CTB6,50.674400329589844,-59.38359832763672,107.0,Tête-à-la-Baleine Airport,Tête-à-la-Baleine,Quebec,Canada,Europe
ZLT,ZLT,CTU5,50.8307991027832,-58.97560119628906,102.0,La Tabatière Airport,La Tabatière,Quebec,Canada,Europe
,,CY-0001,35.10638427734375,33.32130432128906,0.0,Lakatamia Airport,,Nicosia District,Cyprus,Europe
GEC,GEC,CY-0002,35.235947,33.724358,146.0,Geçitkale Air Base,Geçitkale,Famagusta District,Cyprus,Europe
YAB,YAB,CYAB,73.0057668174,-85.0425052643,72.0,Arctic Bay Airport,Arctic Bay,Nunavut,Canada,Europe
YAC,YAC,CYAC,51.72719955444336,-91.82440185546875,1344.0,Cat Lake Airport,Cat Lake,Ontario,Canada,Europe
YAG,YAG,CYAG,48.65420150756836,-93.439697265625,1125.0,Fort Frances Municipal Airport,Fort Frances,Ontario,Canada,Europe
YAM,YAM,CYAM,46.48500061035156,-84.5093994140625,630.0,Sault Ste Marie Airport,Sault Ste Marie,Ontario,Canada,Europe
XKS,XKS,CYAQ,53.52470016479492,-88.6427993774414,672.0,Kasabonika Airport,Kasabonika,Ontario,Canada,Europe
YKG,YKG,CYAS,60.027198791503906,-69.99919891357422,403.0,Kangirsuk Airport,Kangirsuk,Quebec,Canada,Europe
YAT,YAT,CYAT,52.9275016784668,-82.43190002441406,31.0,Attawapiskat Airport,Attawapiskat,Ontario,Canada,Europe
,,CYAX,50.2943992615,-96.0100021362,850.0,Lac Du Bonnet Airport,Lac Du Bonnet,Manitoba,Canada,Europe
YAY,YAY,CYAY,51.3918991089,-56.083099365200006,108.0,St. Anthony Airport,St. Anthony,Newfoundland and Labrador,Canada,Europe
YAZ,YAZ,CYAZ,49.079833,-125.775583,80.0,Tofino / Long Beach Airport,Tofino,British Columbia,Canada,Europe
YBB,YBB,CYBB,68.534401,-89.808098,56.0,Kugaaruk Airport,Kugaaruk,Nunavut,Canada,Europe
YBC,YBC,CYBC,49.13249969482422,-68.20439910888672,71.0,Baie Comeau Airport,Baie-Comeau,Quebec,Canada,Europe
QBC,QBC,CYBD,52.387501,-126.596001,117.0,Bella Coola Airport,Bella Coola,British Columbia,Canada,Europe
YBE,YBE,CYBE,59.5614013671875,-108.48100280761719,1044.0,Uranium City Airport,Uranium City,Saskatchewan,Canada,Europe
YBY,YBY,CYBF,54.304199,-110.744003,1836.0,Bonnyville Airport,Bonnyville,Alberta,Canada,Europe
YBG,YBG,CYBG,48.33060073852539,-70.99639892578125,522.0,CFB Bagotville,Bagotville,Quebec,Canada,Europe
YBK,YBK,CYBK,64.29889678960001,-96.077796936,59.0,Baker Lake Airport,Baker Lake,Nunavut,Canada,Europe
YBL,YBL,CYBL,49.950801849365234,-125.27100372314453,346.0,Campbell River Airport,Campbell River,British Columbia,Canada,Europe
XTL,XTL,CYBQ,58.7061,-98.512199,923.0,Tadoule Lake Airport,Tadoule Lake,Manitoba,Canada,Europe
YBR,YBR,CYBR,49.91,-99.951897,1343.0,Brandon Municipal Airport,Brandon,Manitoba,Canada,Europe
YBT,YBT,CYBT,57.8894,-101.679001,1136.0,Brochet Airport,Brochet,Manitoba,Canada,Europe
YBV,YBV,CYBV,52.358898,-97.018303,728.0,Berens River Airport,Berens River,Manitoba,Canada,Europe
YBX,YBX,CYBX,51.443599700899995,-57.185298919699996,121.0,Lourdes de Blanc Sablon Airport,Lourdes-De-Blanc-Sablon,Quebec,Canada,Europe
YRF,YRF,CYCA,53.68280029296875,-57.041900634765625,40.0,Cartwright Airport,Cartwright,Newfoundland and Labrador,Canada,Europe
YCB,YCB,CYCB,69.1081008911,-105.138000488,90.0,Cambridge Bay Airport,Cambridge Bay,Nunavut,Canada,Europe
YCD,YCD,CYCD,49.054970224899996,-123.869862556,92.0,Nanaimo Airport,Nanaimo,British Columbia,Canada,Europe
YCG,YCG,CYCG,49.2963981628,-117.632003784,1624.0,Castlegar/West Kootenay Regional Airport,Castlegar,British Columbia,Canada,Europe
YCH,YCH,CYCH,47.007801,-65.449203,108.0,Miramichi Airport,Miramichi,New Brunswick,Canada,Europe
YCL,YCL,CYCL,47.990799,-66.330299,132.0,Charlo Airport,Charlo,New Brunswick,Canada,Europe
YCO,YCO,CYCO,67.816704,-115.143997,74.0,Kugluktuk Airport,Kugluktuk,Nunavut,Canada,Europe
YCS,YCS,CYCS,63.346900939899996,-90.73110198970001,32.0,Chesterfield Inlet Airport,Chesterfield Inlet,Nunavut,Canada,Europe
YCY,YCY,CYCY,70.4860992432,-68.5167007446,87.0,Clyde River Airport,Clyde River,Nunavut,Canada,Europe
YDA,YDA,CYDA,64.04309844970703,-139.1280059814453,1215.0,Dawson City Airport,Dawson City,Yukon Territory,Canada,Europe
YDF,YDF,CYDF,49.21080017089844,-57.39139938354492,72.0,Deer Lake Airport,Deer Lake,Newfoundland and Labrador,Canada,Europe
YDN,YDN,CYDN,51.100799560546875,-100.052001953125,999.0,Dauphin Barker Airport,Dauphin,Manitoba,Canada,Europe
YDP,YDP,CYDP,56.549198150634766,-61.680301666259766,22.0,Nain Airport,Nain,Newfoundland and Labrador,Canada,Europe
YDQ,YDQ,CYDQ,55.7422981262207,-120.18299865722656,2148.0,Dawson Creek Airport,Dawson Creek,British Columbia,Canada,Europe
YEG,YEG,CYEG,53.309700012200004,-113.580001831,2373.0,Edmonton International Airport,Edmonton,Alberta,Canada,Europe
YEK,YEK,CYEK,61.0942001343,-94.07080078119999,32.0,Arviat Airport,Arviat,Nunavut,Canada,Europe
YER,YER,CYER,56.01890182495117,-87.67610168457031,48.0,Fort Severn Airport,Fort Severn,Ontario,Canada,Europe
YEV,YEV,CYEV,68.30419921880001,-133.483001709,224.0,Inuvik Mike Zubko Airport,Inuvik,Northwest Territories,Canada,Europe
YFA,YFA,CYFA,52.20140075683594,-81.6968994140625,48.0,Fort Albany Airport,Fort Albany,Ontario,Canada,Europe
YFB,YFB,CYFB,63.756402,-68.555801,110.0,Iqaluit Airport,Iqaluit,Nunavut,Canada,Europe
YFC,YFC,CYFC,45.868900299072266,-66.53720092773438,68.0,Fredericton Airport,Fredericton,New Brunswick,Canada,Europe
YFH,YFH,CYFH,51.5619010925293,-87.90779876708984,899.0,Fort Hope Airport,Fort Hope,Ontario,Canada,Europe
YFO,YFO,CYFO,54.6781005859375,-101.68199920654297,997.0,Flin Flon Airport,Flin Flon,Manitoba,Canada,Europe
YFS,YFS,CYFS,61.76020050048828,-121.23699951171875,555.0,Fort Simpson Airport,Fort Simpson,Northwest Territories,Canada,Europe
YMN,YMN,CYFT,55.076900482177734,-59.1864013671875,234.0,Makkovik Airport,Makkovik,Newfoundland and Labrador,Canada,Europe
YGB,YGB,CYGB,49.69419860839844,-124.51799774169922,326.0,Texada Gillies Bay Airport,Texada,British Columbia,Canada,Europe
YGH,YGH,CYGH,66.24079895019531,-128.6510009765625,268.0,Fort Good Hope Airport,Fort Good Hope,Northwest Territories,Canada,Europe
YGK,YGK,CYGK,44.22529983520508,-76.5969009399414,305.0,Kingston Norman Rogers Airport,Kingston,Ontario,Canada,Europe
YGL,YGL,CYGL,53.625301361083984,-77.7042007446289,639.0,La Grande Rivière Airport,La Grande Rivière,Quebec,Canada,Europe
YGO,YGO,CYGO,54.55889892578125,-94.49140167236328,617.0,Gods Lake Narrows Airport,Gods Lake Narrows,Manitoba,Canada,Europe
YGP,YGP,CYGP,48.7752990723,-64.4785995483,112.0,Gaspé (Michel-Pouliot) Airport,Gaspé,Quebec,Canada,Europe
YGR,YGR,CYGR,47.42470169067383,-61.778099060058594,35.0,Îles-de-la-Madeleine Airport,Îles-de-la-Madeleine,Quebec,Canada,Europe
YGT,YGT,CYGT,69.3647003174,-81.8161010742,174.0,Igloolik Airport,Igloolik,Nunavut,Canada,Europe
YGW,YGW,CYGW,55.281898498535156,-77.76529693603516,34.0,Kuujjuarapik Airport,Kuujjuarapik,Quebec,Canada,Europe
YGX,YGX,CYGX,56.35749816894531,-94.71060180664062,476.0,Gillam Airport,Gillam,Manitoba,Canada,Europe
YGZ,YGZ,CYGZ,76.4261016846,-82.90920257570001,146.0,Grise Fiord Airport,Grise Fiord,Nunavut,Canada,Europe
YQC,YQC,CYHA,61.0463981628418,-69.6177978515625,103.0,Quaqtaq Airport,Quaqtaq,Quebec,Canada,Europe
CXH,CXH,CYHC,49.2943992615,-123.111000061,0.0,Vancouver Harbour Water Aerodrome,Vancouver,British Columbia,Canada,Europe
YHD,YHD,CYHD,49.83169937133789,-92.74420166015625,1354.0,Dryden Regional Airport,Dryden,Ontario,Canada,Europe
YNS,YNS,CYHH,51.69110107421875,-76.1355972290039,802.0,Nemiscau Airport,Nemiscau,Quebec,Canada,Europe
YHI,YHI,CYHI,70.76280212402344,-117.80599975585938,117.0,Ulukhaktok Holman Airport,Ulukhaktok,Northwest Territories,Canada,Europe
YHK,YHK,CYHK,68.635597229,-95.84970092770001,152.0,Gjoa Haven Airport,Gjoa Haven,Nunavut,Canada,Europe
YHM,YHM,CYHM,43.173599243199995,-79.93499755859999,780.0,John C. Munro Hamilton International Airport,Hamilton,Ontario,Canada,Europe
YHO,YHO,CYHO,55.448299407958984,-60.228599548339844,39.0,Hopedale Airport,Hopedale,Newfoundland and Labrador,Canada,Europe
YHR,YHR,CYHR,50.46889877319336,-59.63669967651367,39.0,Chevery Airport,Chevery,Quebec,Canada,Europe
YHU,YHU,CYHU,45.5175018311,-73.4169006348,90.0,Montréal / Saint-Hubert Airport,Montréal,Quebec,Canada,Europe
YHY,YHY,CYHY,60.8396987915,-115.782997131,541.0,Hay River / Merlyn Carter Airport,Hay River,Northwest Territories,Canada,Europe
YHZ,YHZ,CYHZ,44.8807983398,-63.5085983276,477.0,Halifax Stanfield International Airport,Halifax,Nova Scotia,Canada,Europe
YIK,YIK,CYIK,62.417301177978516,-77.92530059814453,126.0,Ivujivik Airport,Ivujivik,Quebec,Canada,Europe
YIO,YIO,CYIO,72.6832962036,-77.9666976929,181.0,Pond Inlet Airport,Pond Inlet,Nunavut,Canada,Europe
YIV,YIV,CYIV,53.857200622558594,-94.65360260009766,770.0,Island Lake Airport,Island Lake,Manitoba,Canada,Europe
YJT,YJT,CYJT,48.5442008972168,-58.54999923706055,84.0,Stephenville Airport,Stephenville,Newfoundland and Labrador,Canada,Europe
YKA,YKA,CYKA,50.7022018433,-120.444000244,1133.0,Kamloops Airport,Kamloops,British Columbia,Canada,Europe
LAK,LAK,CYKD,68.223297,-135.00599,23.0,Aklavik/Freddie Carmichael Airport,Aklavik,Northwest Territories,Canada,Europe
YKF,YKF,CYKF,43.460800170899994,-80.3786010742,1055.0,Waterloo Airport,Kitchener,Ontario,Canada,Europe
YWB,YWB,CYKG,61.5886001587,-71.929397583,501.0,Kangiqsujuaq (Wakeham Bay) Airport,Kangiqsujuaq,Quebec,Canada,Europe
YKL,YKL,CYKL,54.805301666259766,-66.8052978515625,1709.0,Schefferville Airport,Schefferville,Quebec,Canada,Europe
AKV,AKV,CYKO,60.818599700927734,-78.14859771728516,75.0,Akulivik Airport,Akulivik,Quebec,Canada,Europe
YKQ,YKQ,CYKQ,51.47330093383789,-78.75830078125,80.0,Waskaganish Airport,Waskaganish,Quebec,Canada,Europe
YPJ,YPJ,CYLA,59.29669952392578,-69.59970092773438,119.0,Aupaluk Airport,Aupaluk,Quebec,Canada,Europe
YLC,YLC,CYLC,62.8499984741,-69.88330078119999,175.0,Kimmirut Airport,Kimmirut,Nunavut,Canada,Europe
YLH,YLH,CYLH,52.19559860229492,-87.93419647216797,834.0,Lansdowne House Airport,Lansdowne House,Ontario,Canada,Europe
YSG,YSG,CYLK,62.418303,-110.681998,596.0,Lutselk'e Airport,Lutselk'e,Northwest Territories,Canada,Europe
YLL,YLL,CYLL,53.309200286865234,-110.072998046875,2193.0,Lloydminster Airport,Lloydminster,Alberta,Canada,Europe
XGR,XGR,CYLU,58.71139907836914,-65.9927978515625,215.0,Kangiqsualujjuaq (Georges River) Airport,Kangiqsualujjuaq,Quebec,Canada,Europe
YLW,YLW,CYLW,49.9561004639,-119.377998352,1421.0,Kelowna International Airport,Kelowna,British Columbia,Canada,Europe
YMH,YMH,CYMH,52.302799224853516,-55.847198486328125,38.0,Mary's Harbour Airport,Mary's Harbour,Newfoundland and Labrador,Canada,Europe
YMM,YMM,CYMM,56.653301239,-111.222000122,1211.0,Fort McMurray Airport,Fort McMurray,Alberta,Canada,Europe
YMO,YMO,CYMO,51.291099548339844,-80.60780334472656,30.0,Moosonee Airport,Moosonee,Ontario,Canada,Europe
YMT,YMT,CYMT,49.77190017700195,-74.5280990600586,1270.0,Chapais Airport,Chibougamau,Quebec,Canada,Europe
YUD,YUD,CYMU,56.53609848022461,-76.51830291748047,250.0,Umiujaq Airport,Umiujaq,Quebec,Canada,Europe
YNA,YNA,CYNA,50.189998626708984,-61.78919982910156,39.0,Natashquan Airport,Natashquan,Quebec,Canada,Europe
YNC,YNC,CYNC,53.01060104370117,-78.83110046386719,66.0,Wemindji Airport,Wemindji,Quebec,Canada,Europe
YNE,YNE,CYNE,53.95830154418945,-97.84420013427734,734.0,Norway House Airport,Norway House,Manitoba,Canada,Europe
YNL,YNL,CYNL,58.27669906616211,-104.08200073242188,1605.0,Points North Landing Airport,Points North Landing,Saskatchewan,Canada,Europe
YOC,YOC,CYOC,67.57060241699219,-139.83900451660156,824.0,Old Crow Airport,Old Crow,Yukon Territory,Canada,Europe
YOH,YOH,CYOH,54.93330001831055,-95.27890014648438,663.0,Oxford House Airport,Oxford House,Manitoba,Canada,Europe
YOJ,YOJ,CYOJ,58.62139892578125,-117.16500091552734,1110.0,High Level Airport,High Level,Alberta,Canada,Europe
YOP,YOP,CYOP,58.49140167236328,-119.40799713134766,1759.0,Rainbow Lake Airport,Rainbow Lake,Alberta,Canada,Europe
YOW,YOW,CYOW,45.3224983215332,-75.66919708251953,374.0,Ottawa Macdonald-Cartier International Airport,Ottawa,Ontario,Canada,Europe
YPA,YPA,CYPA,53.214199066199996,-105.672996521,1405.0,Prince Albert Glass Field,Prince Albert,Saskatchewan,Canada,Europe
YPC,YPC,CYPC,69.3608381154,-124.075469971,15.0,Paulatuk (Nora Aliqatchialuk Ruben) Airport,Paulatuk,Northwest Territories,Canada,Europe
YPE,YPE,CYPE,56.226898193359375,-117.4469985961914,1873.0,Peace River Airport,Peace River,Alberta,Canada,Europe
YPH,YPH,CYPH,58.471900939941406,-78.07689666748047,83.0,Inukjuak Airport,Inukjuak,Quebec,Canada,Europe
YPL,YPL,CYPL,51.4463996887207,-90.21420288085938,1267.0,Pickle Lake Airport,Pickle Lake,Ontario,Canada,Europe
YPM,YPM,CYPM,51.819698333740234,-93.97329711914062,1114.0,Pikangikum Airport,Pikangikum,Ontario,Canada,Europe
YPO,YPO,CYPO,54.98809814453125,-85.44329833984375,173.0,Peawanuck Airport,Peawanuck,Ontario,Canada,Europe
YPR,YPR,CYPR,54.286098480199996,-130.445007324,116.0,Prince Rupert Airport,Prince Rupert,British Columbia,Canada,Europe
YPW,YPW,CYPW,49.83420181274414,-124.5,425.0,Powell River Airport,Powell River,British Columbia,Canada,Europe
YPY,YPY,CYPY,58.7672004699707,-111.11699676513672,761.0,Fort Chipewyan Airport,Fort Chipewyan,Alberta,Canada,Europe
YQB,YQB,CYQB,46.7911,-71.393303,244.0,Quebec Jean Lesage International Airport,Quebec,Quebec,Canada,Europe
YQD,YQD,CYQD,53.97140121459961,-101.09100341796875,887.0,The Pas Airport,The Pas,Manitoba,Canada,Europe
YQG,YQG,CYQG,42.27560043334961,-82.95559692382812,622.0,Windsor Airport,Windsor,Ontario,Canada,Europe
YQK,YQK,CYQK,49.788299560546875,-94.36309814453125,1332.0,Kenora Airport,Kenora,Ontario,Canada,Europe
YQL,YQL,CYQL,49.6302986145,-112.800003052,3048.0,Lethbridge County Airport,Lethbridge,Alberta,Canada,Europe
YQM,YQM,CYQM,46.11220169067383,-64.67859649658203,232.0,Greater Moncton International Airport,Moncton,New Brunswick,Canada,Europe
YQN,YQN,CYQN,50.18280029296875,-86.69640350341797,1057.0,Nakina Airport,Nakina,Ontario,Canada,Europe
YQQ,YQQ,CYQQ,49.71080017089844,-124.88700103759766,84.0,Comox Airport,Comox,British Columbia,Canada,Europe
YQR,YQR,CYQR,50.43190002441406,-104.66600036621094,1894.0,Regina International Airport,Regina,Saskatchewan,Canada,Europe
YQT,YQT,CYQT,48.37189865112305,-89.32389831542969,653.0,Thunder Bay Airport,Thunder Bay,Ontario,Canada,Europe
YQU,YQU,CYQU,55.1796989441,-118.885002136,2195.0,Grande Prairie Airport,Grande Prairie,Alberta,Canada,Europe
YQX,YQX,CYQX,48.9369010925293,-54.56809997558594,496.0,Gander International Airport,Gander,Newfoundland and Labrador,Canada,Europe
YQY,YQY,CYQY,46.161399841299996,-60.0477981567,203.0,Sydney / J.A. Douglas McCurdy Airport,Sydney,Nova Scotia,Canada,Europe
YQZ,YQZ,CYQZ,53.026100158691406,-122.51000213623047,1789.0,Quesnel Airport,Quesnel,British Columbia,Canada,Europe
YRA,YRA,CYRA,64.11609649658203,-117.30999755859375,723.0,Rae Lakes Airport,Gamètì,Northwest Territories,Canada,Europe
YRB,YRB,CYRB,74.7169036865,-94.9693984985,215.0,Resolute Bay Airport,Resolute Bay,Nunavut,Canada,Europe
YRJ,YRJ,CYRJ,48.52000045776367,-72.2656021118164,586.0,Roberval Airport,Roberval,Quebec,Canada,Europe
YRL,YRL,CYRL,51.066898345947266,-93.79309844970703,1265.0,Red Lake Airport,Red Lake,Ontario,Canada,Europe
YRT,YRT,CYRT,62.8114013672,-92.1157989502,94.0,Rankin Inlet Airport,Rankin Inlet,Nunavut,Canada,Europe
YSB,YSB,CYSB,46.625,-80.79889678955078,1141.0,Sudbury Airport,Sudbury,Ontario,Canada,Europe
YSF,YSF,CYSF,59.250301361083984,-105.84100341796875,805.0,Stony Rapids Airport,Stony Rapids,Saskatchewan,Canada,Europe
YSJ,YSJ,CYSJ,45.31610107421875,-65.89029693603516,357.0,Saint John Airport,Saint John,New Brunswick,Canada,Europe
YSK,YSK,CYSK,56.5377998352,-79.2466964722,104.0,Sanikiluaq Airport,Sanikiluaq,Nunavut,Canada,Europe
YSM,YSM,CYSM,60.020301818847656,-111.96199798583984,671.0,Fort Smith Airport,Fort Smith,Northwest Territories,Canada,Europe
YST,YST,CYST,53.84560012817383,-94.85189819335938,773.0,St. Theresa Point Airport,St. Theresa Point,Manitoba,Canada,Europe
YSY,YSY,CYSY,71.9938964844,-125.242996216,282.0,Sachs Harbour (David Nasogaluak Jr. Saaryuaq) Airport,Sachs Harbour,Northwest Territories,Canada,Europe
YTE,YTE,CYTE,64.2300033569,-76.5267028809,164.0,Cape Dorset Airport,Cape Dorset,Nunavut,Canada,Europe
YTF,YTF,CYTF,48.50889968869999,-71.64189910889999,445.0,Alma Airport,Alma,Quebec,Canada,Europe
YTH,YTH,CYTH,55.80110168457031,-97.86419677734375,729.0,Thompson Airport,Thompson,Manitoba,Canada,Europe
YTL,YTL,CYTL,53.81779861450195,-89.89689636230469,729.0,Big Trout Lake Airport,Big Trout Lake,Ontario,Canada,Europe
YTS,YTS,CYTS,48.569698333699996,-81.376701355,967.0,Timmins/Victor M. Power,Timmins,Ontario,Canada,Europe
YTZ,YTZ,CYTZ,43.627499,-79.396202,252.0,Billy Bishop Toronto City Centre Airport,Toronto,Ontario,Canada,Europe
YUB,YUB,CYUB,69.43329620361328,-133.0260009765625,15.0,Tuktoyaktuk Airport,Tuktoyaktuk,Northwest Territories,Canada,Europe
YUL,YUL,CYUL,45.4706001282,-73.7407989502,118.0,Montreal / Pierre Elliott Trudeau International Airport,Montréal,Quebec,Canada,Europe
YUT,YUT,CYUT,66.5214004517,-86.22470092770001,80.0,Repulse Bay Airport,Repulse Bay,Nunavut,Canada,Europe
YUX,YUX,CYUX,68.77610015869999,-81.2425,30.0,Hall Beach Airport,Hall Beach,Nunavut,Canada,Europe
YUY,YUY,CYUY,48.20610046386719,-78.83560180664062,988.0,Rouyn Noranda Airport,Rouyn-Noranda,Quebec,Canada,Europe
YVC,YVC,CYVC,55.151401519800004,-105.262001038,1242.0,La Ronge Airport,La Ronge,Saskatchewan,Canada,Europe
YCK,YCK,CYVL,67.02,-126.126,870.0,Tommy Kochon Airport,Colville Lake,Northwest Territories,Canada,Europe
YVM,YVM,CYVM,67.5457992554,-64.03140258789999,21.0,Qikiqtarjuaq Airport,Qikiqtarjuaq,Nunavut,Canada,Europe
YVO,YVO,CYVO,48.0532989502,-77.7827987671,1107.0,Val-d'Or Airport,Val-d'Or,Quebec,Canada,Europe
YVP,YVP,CYVP,58.096099853515625,-68.4269027709961,129.0,Kuujjuaq Airport,Kuujjuaq,Quebec,Canada,Europe
YVQ,YVQ,CYVQ,65.28160095214844,-126.7979965209961,238.0,Norman Wells Airport,Norman Wells,Northwest Territories,Canada,Europe
YVR,YVR,CYVR,49.193901062,-123.183998108,14.0,Vancouver International Airport,Vancouver,British Columbia,Canada,Europe
YVZ,YVZ,CYVZ,52.655799865722656,-94.0614013671875,1092.0,Deer Lake Airport,Deer Lake,Ontario,Canada,Europe
YWG,YWG,CYWG,49.909999847399995,-97.2398986816,783.0,Winnipeg / James Armstrong Richardson International Airport,Winnipeg,Manitoba,Canada,Europe
YWH,YWH,CYWH,48.4249858939,-123.388867378,0.0,Victoria Harbour Seaplane Base,Victoria,British Columbia,Canada,Europe
YWJ,YWJ,CYWJ,65.21109771728516,-123.43599700927734,703.0,Déline Airport,Déline,Northwest Territories,Canada,Europe
YWK,YWK,CYWK,52.92190170288086,-66.8644027709961,1808.0,Wabush Airport,Wabush,Newfoundland and Labrador,Canada,Europe
YWL,YWL,CYWL,52.1831016541,-122.054000854,3085.0,Williams Lake Airport,Williams Lake,British Columbia,Canada,Europe
YWP,YWP,CYWP,52.9593933975,-87.3748683929,685.0,Webequie Airport,Webequie,Ontario,Canada,Europe
YXC,YXC,CYXC,49.610801696777,-115.78199768066,3082.0,Cranbrook/Canadian Rockies International Airport,Cranbrook,British Columbia,Canada,Europe
YXE,YXE,CYXE,52.170799255371094,-106.69999694824219,1653.0,Saskatoon John G. Diefenbaker International Airport,Saskatoon,Saskatchewan,Canada,Europe
YXH,YXH,CYXH,50.01890182495117,-110.72100067138672,2352.0,Medicine Hat Airport,Medicine Hat,Alberta,Canada,Europe
YXJ,YXJ,CYXJ,56.23809814453125,-120.73999786376953,2280.0,Fort St John Airport,Fort St.John,British Columbia,Canada,Europe
YXL,YXL,CYXL,50.11389923095703,-91.9052963256836,1258.0,Sioux Lookout Airport,Sioux Lookout,Ontario,Canada,Europe
YXN,YXN,CYXN,62.24000167849999,-92.59809875490001,40.0,Whale Cove Airport,Whale Cove,Nunavut,Canada,Europe
YXP,YXP,CYXP,66.1449966431,-65.71360015869999,75.0,Pangnirtung Airport,Pangnirtung,Nunavut,Canada,Europe
YXS,YXS,CYXS,53.8894004822,-122.679000854,2267.0,Prince George Airport,Prince George,British Columbia,Canada,Europe
YXT,YXT,CYXT,54.468498,-128.576009,713.0,Northwest Regional Airport Terrace-Kitimat,Terrace,British Columbia,Canada,Europe
YXU,YXU,CYXU,43.035599,-81.1539,912.0,London Airport,London,Ontario,Canada,Europe
YXX,YXX,CYXX,49.025299072265625,-122.36100006103516,195.0,Abbotsford Airport,Abbotsford,British Columbia,Canada,Europe
YXY,YXY,CYXY,60.7095985413,-135.067001343,2317.0,Whitehorse / Erik Nielsen International Airport,Whitehorse,Yukon Territory,Canada,Europe
YYB,YYB,CYYB,46.36360168457031,-79.42279815673828,1215.0,North Bay Airport,North Bay,Ontario,Canada,Europe
YYC,YYC,CYYC,51.113899231,-114.019996643,3557.0,Calgary International Airport,Calgary,Alberta,Canada,Europe
YYD,YYD,CYYD,54.82469940185547,-127.18299865722656,1712.0,Smithers Airport,Smithers,British Columbia,Canada,Europe
YYE,YYE,CYYE,58.8363990784,-122.597000122,1253.0,Fort Nelson Airport,Fort Nelson,British Columbia,Canada,Europe
YYF,YYF,CYYF,49.46310043334961,-119.60199737548828,1129.0,Penticton Airport,Penticton,British Columbia,Canada,Europe
